,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
262,spotify:track:4NNmNk54a29MyYiLqhZA9Z,0.231,0.0556,6,-21.201,1,0.0413,0.919,0.0,0.247,0.327,76.521,415360,3,Classical
263,spotify:track:1dsQqI1wHUCII0NcSkkHWW,0.0767,0.0278,6,-26.639,1,0.0384,0.945,0.15,0.107,0.0511,79.338,366267,4,Classical
264,spotify:track:52ef2T9KALMGFdLt3RdeUn,0.337,0.0242,7,-27.199,1,0.0536,0.977,0.914,0.111,0.352,112.18,207800,3,Classical
265,spotify:track:4wgJ2ONhLTIHlgAEPwLiGJ,0.192,0.027,10,-27.173,0,0.0397,0.94,0.000296,0.0855,0.19,136.646,181293,3,Classical
266,spotify:track:6Q6GhJzHLUsHUlARmJ9lys,0.193,0.0222,8,-33.962,1,0.0354,0.926,0.927,0.119,0.188,101.4,406587,4,Classical
267,spotify:track:0ORXSpGcDBab4dobjq0Eub,0.317,0.0899,3,-24.762,0,0.0351,0.891,0.00142,0.116,0.148,74.143,128853,4,Classical
268,spotify:track:5nr0Je2fL2nILWaoUkcvrT,0.123,0.0116,0,-41.903,1,0.0488,0.994,0.926,0.0992,0.204,128.862,137560,4,Classical
269,spotify:track:6iZyZPHl5Gg6A24unyzwk4,0.199,0.0673,0,-22.556,1,0.0529,0.943,0.105,0.15,0.0575,74.49,332533,4,Classical
270,spotify:track:2bpK56bO5OjaSKtwizzVVa,0.134,0.0889,0,-23.206,0,0.0547,0.98,0.186,0.143,0.0861,64.084,480867,4,Classical
271,spotify:track:6t7lMFHSifu9j8NPMNCv9T,0.0891,0.0894,2,-25.653,1,0.042,0.936,0.748,0.416,0.0728,80.828,284000,4,Classical
273,spotify:track:2ULH6HXhuOAq7JgRk5ijLh,0.449,0.0933,0,-21.742,0,0.0528,0.995,0.925,0.0936,0.125,91.026,547830,4,Classical
274,spotify:track:27VWXflLb7VUG3IxZyNECE,0.302,0.0115,9,-27.133,0,0.0455,0.995,0.346,0.0956,0.523,130.955,192013,4,Classical
275,spotify:track:2XQrouLv3QR2HCoDhz005Y,0.128,0.0677,1,-22.5,0,0.0472,0.91,0.0216,0.079,0.0701,54.666,338333,4,Classical
276,spotify:track:69dUbmYChOm0u6FlNM1iJ2,0.276,0.0286,7,-26.106,0,0.047,0.979,0.21,0.0591,0.373,102.286,130067,3,Classical
277,spotify:track:6tcJ7M2lhkICwnLkcO3KF9,0.158,0.0616,0,-21.235,1,0.0469,0.994,0.648,0.0865,0.146,89.512,295000,3,Classical
278,spotify:track:6bj2r3CKqXhMnvb07VY4iR,0.254,0.0197,7,-30.529,0,0.041,0.934,0.806,0.106,0.182,86.088,258360,4,Classical
279,spotify:track:6cH7aZu9cMTZA1lDDyFaqq,0.283,0.0893,11,-26.859,0,0.0321,0.776,0.146,0.0792,0.16,60.059,358907,4,Classical
280,spotify:track:2RFxmGfjXU2IFfX6gP62o8,0.308,0.0369,8,-31.006,1,0.0391,0.961,0.789,0.121,0.228,117.345,206280,3,Classical
281,spotify:track:0Zzl7IPOp6wGwN3B098VhL,0.62,0.0445,5,-24.438,0,0.0712,0.993,0.868,0.0938,0.217,93.861,184000,3,Classical
282,spotify:track:2JzQRlXaDRZdVzSiy5vmjL,0.216,0.0229,5,-31.065,0,0.0439,0.965,0.842,0.322,0.254,128.469,148787,4,Classical
283,spotify:track:0lkTPMpOSGwmQJrdwILqXd,0.452,0.0186,2,-28.385,0,0.041,0.994,0.908,0.118,0.0782,69.926,150453,4,Classical
284,spotify:track:71sMzjGn5KsFIYvNwHQbhk,0.592,0.0461,11,-20.297,0,0.038,0.917,0.0,0.346,0.664,110.824,80000,3,Classical
285,spotify:track:7oqQzX8vm5lQaLdNYEad75,0.233,0.00512,0,-28.901,1,0.0364,0.95,0.00358,0.108,0.095,137.755,203000,4,Classical
286,spotify:track:6AdbDGHC2f2c7WpKSmBc8l,0.207,0.0308,6,-28.161,1,0.0438,0.973,0.616,0.114,0.102,114.032,603000,4,Classical
287,spotify:track:5fBPSa0csCl8hLjZMmA4tm,0.327,0.0282,3,-24.654,1,0.0363,0.992,0.883,0.178,0.415,71.213,184800,4,Classical
288,spotify:track:5QfMaP0CGGtXNkJmOp78ez,0.145,0.122,8,-17.016,1,0.0464,0.874,2.95e-05,0.0951,0.0999,168.109,175455,5,Classical
289,spotify:track:1LpBu9DMOmscT94Rbf2y2v,0.415,0.00996,7,-30.74,1,0.0725,0.993,0.886,0.106,0.256,172.05,269893,1,Classical
290,spotify:track:1qVelwgePb9xcRasV13QQR,0.211,0.00779,7,-30.953,1,0.052,0.995,0.912,0.0856,0.154,70.788,366667,4,Classical
291,spotify:track:4l6vsYZ06fW4uRHMv2wKzJ,0.207,0.0959,10,-22.225,0,0.0374,0.896,0.000374,0.188,0.185,92.646,237400,4,Classical
292,spotify:track:1wFjbWf3UN0oNMFXkQB8EO,0.106,0.0957,0,-17.613,0,0.0466,0.673,3.87e-06,0.0962,0.0612,75.195,222267,5,Classical
