,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres,danceability_energy_ratio,danceability_valence_ratio
1163,,0.465110513,0.839711346,4,-9.04520984,0,0.056976791,0.069100116,0.005267891,0.103101922,0.692937383,115.1882021,215816.9259,4,alternative,0.39055857490998047,0.32229246168400744
1168,,0.469353102,0.755706016,4,-6.434106548,0,0.055456804,0.05925364,0.017985241,0.190593049,0.553645533,145.2345643,195899.5848,4,alternative,0.3546929628096616,0.25985524832199336
1203,,0.475530686,0.727289224,7,-7.936445181,0,0.041032564,0.271099398,0.022055259,0.213976051,0.538303803,120.9635005,185498.321,4,alternative,0.34584834360912764,0.25597997671699885
1204,,0.495997358,0.832927966,8,-6.389498567,0,0.045191465,0.279396057,0.014186265,0.157251856,0.563892669,109.1640345,242740.4391,4,alternative,0.4131300705403138,0.2796892740195685
1205,,0.459646574,0.763625926,6,-5.488703381,0,0.054009023,0.14504001,0.022809163,0.159951176,0.682579588,122.345394,226554.8677,4,alternative,0.3509980407034775,0.3137453691065315
1208,,0.472385937,0.825887543,3,-6.666951176,0,0.038976986,0.15709937,0.024367534,0.226018661,0.513560231,117.9022314,191662.2644,4,alternative,0.3901376608566828,0.24259863092687145
1211,,0.48949311,0.720353622,5,-6.15022069,0,0.049245173,0.125028528,0.00211866,0.193323066,0.689799416,130.1795737,213698.0336,4,alternative,0.35260813473254443,0.3376520614140238
1215,,0.466454375,0.612898276,7,-8.734603306,0,0.041215386,0.200242099,0.015282453,0.13148839,0.607974192,115.877059,216051.0256,4,alternative,0.28588908227015747,0.28359222174549
1217,,0.499337938,0.803846013,4,-6.74464497,0,0.050500959,0.076873951,0.007298066,0.21092391,0.367329806,103.6237884,227368.488,4,alternative,0.4013908106009412,0.18342170789398002
1221,,0.493879021,0.754294211,5,-6.824849274,0,0.039012236,0.063412559,0.025770946,0.222029505,0.603439263,141.6956304,238182.4918,4,alternative,0.3725300864746474,0.2980259924434015
1227,,0.463641706,0.581251131,2,-6.920392397,0,0.045076427,0.291909112,7.6e-05,0.162870652,0.476106404,121.8299881,229497.1054,4,alternative,0.2694922659912695,0.2207427853880852
1230,,0.46527907,0.828701985,6,-6.038612118,0,0.035945003,0.246615545,0.02393391,0.098582863,0.679963477,138.6578887,238487.8591,4,alternative,0.38557768888795396,0.3163727742125264
1235,,0.470849377,0.582983501,4,-7.206569901,0,0.042245254,0.026111436,0.013492481,0.164144698,0.474746883,141.0554925,241681.778,4,alternative,0.27449741824712887,0.2235342740932419
1239,,0.494932003,0.556007382,6,-6.817682238,0,0.046346771,0.019307452,0.019993312,0.136098005,0.710285324,115.7094914,203123.3269,4,alternative,0.27518584725604617,0.351542938108824
1245,,0.470015751,0.772198142,5,-8.257538999,0,0.058014608,0.130079355,0.019479328,0.20452638,0.570463215,108.6037819,213358.6839,4,alternative,0.36294528963293465,0.26812669641609943
1246,,0.485999758,0.618040976,6,-8.356930341,0,0.035573412,0.124409918,0.024303346,0.174254317,0.534929643,132.1392299,206010.5172,4,alternative,0.3003677647700838,0.2599756770450264
1249,,0.496759154,0.561761908,2,-6.252455943,0,0.056735464,0.262916864,0.002720731,0.195671576,0.668265987,127.304122,193274.4755,4,alternative,0.27906037016750584,0.33196724634909497
1250,,0.463041255,0.653756566,2,-8.670558371,0,0.051865591,0.070707573,0.007006845,0.18762543,0.427718093,132.2375172,183885.7213,4,alternative,0.3027162607851303,0.1980511225689267
1253,,0.47078354,0.813533466,4,-8.393170239,0,0.05140831,0.216477434,0.02663511,0.100223046,0.678644036,142.1835807,231239.4946,4,alternative,0.3829981650319496,0.3194944416679674
1256,,0.475598077,0.655433328,3,-9.192125168,0,0.061141959,0.013076381,0.004720115,0.11193675,0.404381276,118.7269377,230168.2586,4,alternative,0.31172283039851023,0.19232295724040627
1262,,0.478687166,0.81725773,6,-6.90051973,0,0.057122197,0.236281991,0.000677111,0.192471893,0.369846479,114.0186507,180068.6189,4,alternative,0.3912107866652932,0.17704076288758852
1265,,0.490733942,0.842139812,2,-7.981235686,0,0.03603304,0.126660009,0.015132771,0.166486727,0.572638423,114.2131958,200176.5348,4,alternative,0.41326658965789886,0.28101311065945345
1269,,0.484323904,0.742313851,7,-6.389602549,0,0.038798546,0.143490023,0.010309326,0.152884012,0.463313147,111.1511106,244694.4105,4,alternative,0.35952034230959434,0.2243936321295659
1270,,0.46398697,0.629767135,6,-9.00348322,0,0.048739776,0.218801213,0.000321263,0.123843374,0.662586411,111.0332541,225566.3665,4,alternative,0.29220374477423094,0.3074314612030647
