,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres,danceability_energy_ratio,danceability_valence_ratio
429,spotify:track:3LIlH7TeQa5lMsCScn0WKi,0.751,0.717,5,-6.56,1,0.0301,0.376,0.0,0.53,0.668,120.99,167015,4,Electronic,0.538467,0.501668
430,spotify:track:4kwbbhuemSkRWvtN5dkWmb,0.681,0.817,4,-5.171,1,0.0587,0.00743,3.8e-06,0.215,0.307,124.976,157674,4,Electronic,0.556377,0.209067
431,spotify:track:7lEBtmu2qRLupeSOupBa1j,0.622,0.937,5,-4.63,0,0.271,0.188,8.1e-05,0.0733,0.544,135.976,139412,4,Electronic,0.582814,0.338368
432,spotify:track:6AlAW7I6mgE7rzUOb5ed5v,0.721,0.736,1,-6.696,0,0.0359,0.0276,4.59e-05,0.365,0.684,110.013,181091,4,Electronic,0.530656,0.49316400000000005
433,spotify:track:33ZKzRj8Y9ATPG1PX4Jpqj,0.687,0.772,7,-6.183,0,0.191,0.0606,0.0,0.217,0.275,119.064,147227,4,Electronic,0.5303640000000001,0.18892500000000004
434,spotify:track:02RIHCcIRIrFgRYzUizHlJ,0.846,0.585,5,-8.633,0,0.0928,0.203,0.00627,0.0688,0.701,130.021,144038,4,Electronic,0.49490999999999996,0.593046
435,spotify:track:2ivy0p2Ib5acN3D9Dfio8K,0.614,0.96,0,-5.806,1,0.041,0.00201,0.609,0.131,0.395,126.031,188227,4,Electronic,0.58944,0.24253
436,spotify:track:1xrsU12VcEATEYMc8XE1az,0.404,0.927,11,-4.899,0,0.0381,0.00189,0.1,0.452,0.386,150.008,159200,4,Electronic,0.37450800000000006,0.15594400000000003
437,spotify:track:4Qqana5ADRXtMeomuPoN4M,0.692,0.911,11,-5.947,0,0.0591,0.00651,0.0431,0.755,0.492,125.044,128160,4,Electronic,0.630412,0.340464
438,spotify:track:1ErBChhaYaWQuQ4zdnnx8C,0.648,0.982,11,-3.979,0,0.514,0.184,0.884,0.149,0.0872,125.961,192619,4,Electronic,0.636336,0.0565056
439,spotify:track:556EvdXoVoBPcS8UW3F9P9,0.616,0.91,7,-5.046,1,0.0498,0.00191,0.646,0.0889,0.266,126.022,263810,4,Electronic,0.5605600000000001,0.163856
440,spotify:track:5Li8ORYGd6zmfKyZyeCTt8,0.751,0.722,1,-7.364,1,0.0342,0.0147,0.0,0.11,0.478,114.016,146654,4,Electronic,0.542222,0.35897799999999996
441,spotify:track:1UTAIUnqS1ISuiurEkjgAM,0.698,0.726,4,-5.74,0,0.0314,0.0497,7.42e-05,0.0847,0.438,121.899,168668,4,Electronic,0.506748,0.305724
442,spotify:track:1Qep5GpmekRswT7G765MuZ,0.622,0.969,9,-6.017,1,0.0686,0.00453,0.336,0.297,0.441,127.956,135451,4,Electronic,0.602718,0.274302
443,spotify:track:59QIiv1yAOICuZg88Z2md2,0.644,0.925,2,-4.723,1,0.0391,0.00612,5.86e-06,0.116,0.433,123.959,136452,4,Electronic,0.5957,0.278852
444,spotify:track:1MIQpKFC9MSiRG869ExI54,0.809,0.748,0,-5.274,1,0.0941,0.108,0.0,0.0829,0.59,126.023,145625,4,Electronic,0.605132,0.47731
