,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
827,spotify:track:69UqtTHfUKAJweQwEStRzC,0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302,214680,4,Alternative
828,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4,Alternative
831,spotify:track:3sslYZcFKtUvIEWN9lADgr,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,278640,4,Alternative
835,spotify:track:7LX4aXtvImhdgUHQBlo8Kp,0.454,0.404,3,-10.26,1,0.027,0.146,0.819,0.141,0.313,94.113,319560,4,Alternative
843,spotify:track:3pANfZVFdtuVnJsE6xa5Ox,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,137142,4,Alternative
845,spotify:track:1ucnuV88gFTfR3BalmznDk,0.404,0.647,3,-10.452,1,0.0409,0.0434,0.198,0.1,0.351,180.128,456000,4,Alternative
846,spotify:track:7uYQELhe7g6QLIzZDOlhbW,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,204209,4,Alternative
849,spotify:track:3VSYkAf6f46i5ZkXOHORq1,0.448,0.511,6,-9.084,1,0.0274,0.362,0.823,0.129,0.112,96.321,291640,4,Alternative
857,spotify:track:5nW4z3pfZgJAJ2QTCz9AIE,0.421,0.247,10,-14.655,1,0.143,0.665,0.375,0.115,0.139,161.468,433916,4,Alternative
859,spotify:track:630DpnzdfjdVqv2yLfPbAX,0.47,0.131,6,-13.29,1,0.0362,0.933,0.00245,0.109,0.115,118.836,315961,3,Alternative
863,spotify:track:2LIh4uzqq9cXMPzzmcToHl,0.433,0.724,5,-6.126,0,0.0372,0.1,0.0,0.0918,0.689,174.006,268105,4,Alternative
864,spotify:track:0HEzuLLojblUOaUSdmJ9gl,0.457,0.343,0,-9.387,1,0.0305,0.805,0.0182,0.12,0.0562,119.94,285051,4,Alternative
872,spotify:track:4ltqfN12ohaVZdM6C45gMg,0.415,0.748,4,-5.008,1,0.0481,0.00305,0.0,0.0903,0.154,120.056,258419,4,Alternative
873,spotify:track:6ERZ30cRjVWGtVLhczX9aL,0.443,0.226,2,-12.507,0,0.0359,0.939,0.0201,0.14,0.196,79.142,300361,3,Alternative
875,spotify:track:7H7SHw3YWXhb4zYqyoPNa1,0.465,0.696,10,-6.233,0,0.0363,0.00777,0.00196,0.142,0.0494,174.806,234858,4,Alternative
900,spotify:track:0RVn3A5FHQ8OgiIxuRkepW,0.466,0.436,8,-11.303,1,0.0392,0.114,0.000376,0.0693,0.146,161.036,245125,4,Alternative
903,spotify:track:30GGIrrJdSNtecPiFcVP5O,0.455,0.456,0,-8.182,1,0.17,0.326,0.0014,0.0958,0.187,100.01,268213,4,Alternative
907,spotify:track:3EwTIu5qka2l5ZekB0b6QC,0.491,0.87,0,-5.138,1,0.0393,0.000141,0.000729,0.368,0.314,131.989,232320,4,Alternative
910,spotify:track:7x8pIrhMu9FCmqqHNyuH0P,0.431,0.284,2,-11.858,1,0.0432,0.871,0.000136,0.0899,0.229,98.317,204067,1,Alternative
925,spotify:track:4z4PB23xYTg1oANmyZovsw,0.487,0.759,11,-4.849,1,0.0405,0.0273,0.0,0.165,0.227,80.958,208360,4,Alternative
926,spotify:track:4VYNZbmI3ixv9mlTTd9NKc,0.485,0.747,11,-7.188,1,0.0339,0.00416,0.0123,0.157,0.589,151.212,184549,4,Alternative
927,spotify:track:2FV7Exjr70J652JcGucCtE,0.45,0.677,1,-6.428,1,0.0313,0.0319,3.02e-06,0.126,0.324,174.027,191294,4,Alternative
960,spotify:track:2d3QlXE6FXFDeodiS66yjM,0.409,0.594,1,-9.725,1,0.031,0.032,0.0391,0.0904,0.212,110.187,209455,4,Alternative
962,spotify:track:7klPHv3HnXdUY3dSfTccNc,0.469,0.771,5,-7.071,1,0.338,0.518,0.000197,0.0789,0.298,88.968,210385,4,Alternative
982,spotify:track:4jzK6Ey84SAexMK5C2JWKx,0.466,0.905,11,-4.486,1,0.0759,0.0182,0.000634,0.214,0.544,160.958,189360,4,Alternative
983,spotify:track:7MfNoHB8JRNbSQ8P3eAfMQ,0.421,0.95,4,-4.603,1,0.0662,0.00145,1.1e-05,0.245,0.472,160.02,192120,4,Alternative
1001,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,Alternative
1006,spotify:track:5n0CTysih20NYdT2S0Wpe8,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,225973,4,Alternative
1013,spotify:track:5rF6YUIlgiat22OT1lWspJ,0.48,0.87,1,-4.792,1,0.0362,0.00438,0.00603,0.0826,0.584,161.953,297933,4,Alternative
1016,spotify:track:5LlsD7LdSMkGV4Iu0a2Zq0,0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,183093,4,Alternative
1017,spotify:track:0bePGTDjn0XuEKoN7rOMvV,0.454,0.873,2,-5.072,1,0.122,0.000244,1.73e-05,0.0847,0.562,159.814,167773,4,Alternative
1018,spotify:track:5L95vS64rG1YMIFm1hLjyZ,0.421,0.79,10,-6.227,1,0.0538,0.00205,0.000309,0.148,0.279,162.024,188867,4,Alternative
1019,spotify:track:1MHYAqWWdDRePmnqORynrq,0.489,0.892,11,-4.757,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,160886,4,Alternative
1023,spotify:track:4absiGHMelB8eH976ytjBj,0.489,0.769,5,-3.524,1,0.038,0.00135,0.56,0.0727,0.637,128.985,215827,4,Alternative
1027,spotify:track:6luBKkFUt5wTwz7hpLhp12,0.492,0.807,10,-3.677,0,0.0854,0.205,0.00275,0.384,0.477,107.087,229805,4,Alternative
1038,spotify:track:4WjxtORnwPavm5PDsAWJEc,0.404,0.268,1,-9.631,1,0.0341,0.583,0.0,0.102,0.124,134.587,268433,3,Alternative
1063,spotify:track:1PZhJNvdDjpsjZWrkfgff4,0.471,0.773,9,-6.862,1,0.0478,0.142,0.289,0.224,0.527,166.945,203876,4,Alternative
1077,spotify:track:0dCdc1vL6N9rbyQ89waSCx,0.48,0.938,9,-2.729,1,0.0504,0.00932,0.0,0.299,0.692,78.537,176006,4,Alternative
1090,spotify:track:7x6lcA2jLYKvhaS9IkzkzQ,0.497,0.553,5,-8.243,1,0.102,0.149,0.00141,0.303,0.505,185.986,141290,4,Alternative
1099,spotify:track:4o2W2DAQqBRN9RpSNnEIRw,0.49,0.746,10,-5.458,1,0.042,0.00972,1.58e-05,0.0235,0.948,165.056,208013,4,Alternative
1105,spotify:track:2jv3yDXy6TQR36jdHmsuUf,0.491,0.527,7,-6.556,1,0.0474,0.658,0.0,0.122,0.151,120.423,179360,4,Alternative
