,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
519,spotify:track:7egAjWsCp2QUxtefvpbOQm,0.445,0.621,11,-7.66,1,0.0326,0.00164,0.00438,0.0943,0.276,124.629,284093,4,Rock
523,spotify:track:6YGj71vjdtJfQ3n9K4j8LX,0.45,0.914,5,-8.544,0,0.109,2.56e-05,0.16,0.365,0.273,144.88,250591,4,Rock
524,spotify:track:54b8qPFqYqIndfdxiLApea,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4,Rock
525,spotify:track:5dKUiinZmJFbuddlPxATvb,0.456,0.498,7,-11.014,1,0.0304,0.283,1.39e-06,0.168,0.304,124.815,256960,4,Rock
528,spotify:track:1qZyPLjhDZCxOnGySMdfHu,0.423,0.501,9,-7.988,0,0.0299,0.64,0.000226,0.0771,0.395,138.504,271893,4,Rock
536,spotify:track:2OWKsyrgUINadOG21dR0Fh,0.404,0.779,1,-3.199,1,0.0298,0.0181,0.00139,0.0929,0.373,78.838,287533,4,Rock
539,spotify:track:1W7TV1uLDzfIG39tgxZD8f,0.498,0.687,5,-7.026,1,0.031,0.583,3.44e-05,0.0881,0.455,92.842,240267,4,Rock
540,spotify:track:2QOMGq8wVTZbLmh7McrvgF,0.437,0.717,0,-4.803,1,0.039,0.0779,0.00274,0.108,0.547,178.085,215907,4,Rock
542,spotify:track:3bB66GhyUtnqYDQHm9ZBR5,0.464,0.718,6,-9.693,1,0.0328,0.00395,0.004,0.17,0.476,120.669,354027,4,Rock
548,spotify:track:1p5lWa0m25cI6Ujl4OK0P7,0.415,0.359,2,-7.732,1,0.0279,0.389,0.0,0.126,0.102,132.683,307533,4,Rock
553,spotify:track:4u7EnebtmKWzUH433cf5Qv,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4,Rock
556,spotify:track:1qPbGZqppFwLwcBC1JQ6Vr,0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584,258907,4,Rock
563,spotify:track:0wVrS0Jg01HNeJcs5TyUBK,0.498,0.741,11,-6.259,0,0.0412,0.0372,0.0,0.157,0.456,85.587,211333,4,Rock
564,spotify:track:7o2CTH4ctstm8TNelqjb51,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,354520,4,Rock
568,spotify:track:2yojmRFIm8fBPJ4XKHuPS9,0.47,0.91,7,-3.155,1,0.117,0.000387,1.74e-05,0.206,0.2,152.021,156281,4,Rock
573,spotify:track:1UTfEgvDWwrWdNOZDEfno9,0.458,0.5,3,-7.318,1,0.0291,0.111,0.0477,0.11,0.512,119.954,202250,4,Rock
574,spotify:track:2nLtzopw4rPReszdYBJU6h,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4,Rock
576,spotify:track:62yJjFtgkhUrXktIoSjgP2,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4,Rock
584,spotify:track:6nEfrEVZrW8LocW0VvkyP7,0.43,0.64,5,-4.577,0,0.0268,0.00939,5.98e-06,0.355,0.641,91.951,181149,4,Rock
589,spotify:track:1piY0y7SxIc7zvR2AageXv,0.452,0.876,8,-5.88,1,0.0537,0.0713,0.0,0.0643,0.297,99.984,252427,4,Rock
602,spotify:track:0bVtevEgtDIeRjCJbK3Lmv,0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,272027,4,Rock
609,spotify:track:2KADQIL79PwdQnV6AcN17i,0.405,0.864,6,-5.228,0,0.0538,0.0235,0.00548,0.167,0.304,158.0,231107,4,Rock
611,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4,Rock
