,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
138,,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891,4,hiphop
139,,0.849,0.581,6,-5.464,0,0.261,0.0178,0,0.092,0.274,142.015,217610,4,hiphop
140,,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73E-06,0.111,0.584,146.014,203813,4,hiphop
141,,0.877,0.517,2,-5.426,0,0.0706,0.217,0,0.143,0.255,119.996,162053,4,hiphop
142,,0.801,0.706,1,-6.079,1,0.255,0.000212,0,0.15,0.331,138.008,173948,4,hiphop
143,,0.77,0.892,1,-4.276,0,0.206,0.261,0,0.517,0.424,97.458,118852,4,hiphop
144,,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41E-06,0.093,0.366,165.921,218365,4,hiphop
145,,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4,hiphop
146,,0.911,0.573,6,-7.43,1,0.288,0.38,0,0.403,0.972,140.04,97393,4,hiphop
147,,0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,193234,4,hiphop
148,,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4,hiphop
149,,0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,252262,4,hiphop
150,,0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,246213,4,hiphop
151,,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,hiphop
152,,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4,hiphop
153,,0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,291175,4,hiphop
154,,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,180435,4,hiphop
155,,0.696,0.733,1,-6.181,1,0.256,0.115,0,0.111,0.292,98.355,214445,4,hiphop
156,,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4,hiphop
157,,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,190476,4,hiphop
158,,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,hiphop
159,,0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,208293,4,hiphop
160,,0.849,0.424,5,-9.579,0,0.324,0.0635,0,0.0834,0.153,145.887,242966,4,hiphop
161,,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,166560,4,hiphop
162,,0.88,0.575,6,-6.091,1,0.163,0.415,0,0.109,0.671,120.031,232048,4,hiphop
163,,0.477,0.727,2,-4.053,1,0.286,0.000866,0,0.108,0.227,150.062,236524,4,hiphop
164,,0.856,0.564,6,-6.295,0,0.392,0.00327,0,0.134,0.483,77.972,135960,4,hiphop
165,,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,190534,4,hiphop
166,,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,4,hiphop
167,,0.821,0.636,11,-4.479,1,0.169,0.142,0,0.233,0.163,127.961,142657,4,hiphop
168,,0.929,0.7,0,-5.595,0,0.0906,0.144,0,0.349,0.802,120.009,132024,4,hiphop
169,,0.795,0.814,0,-3.945,1,0.4,0.0736,0,0.117,0.68,160.039,209811,4,hiphop
170,,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,4,hiphop
171,,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1,hiphop
172,,0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745,230693,4,hiphop
173,,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4,hiphop
174,,0.595,0.829,2,-3.95,1,0.226,0.00594,0.000101,0.153,0.501,113.319,169893,5,hiphop
175,,0.808,0.639,1,-7.266,0,0.279,0.0802,0,0.15,0.395,118,144349,4,hiphop
176,,0.825,0.414,2,-6.634,1,0.144,0.00265,0,0.357,0.106,72.993,200548,4,hiphop
177,,0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,227478,4,hiphop
178,,0.861,0.68,11,-7.891,1,0.3,0.02,0,0.112,0.669,155.036,143148,4,hiphop
179,,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77E-06,0.259,0.286,99.7,201600,4,hiphop
180,,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4,hiphop
181,,0.584,0.859,8,-5.616,1,0.121,0.0144,0,0.847,0.369,77.005,236883,4,hiphop
182,,0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,213132,4,hiphop
183,,0.825,0.718,1,-2.896,1,0.0518,0.0732,0.000157,0.142,0.919,139.983,185001,4,hiphop
184,,0.653,0.826,6,-2.93,0,0.354,0.0153,0.00146,0.131,0.416,108.52,256227,5,hiphop
185,,0.752,0.658,0,-6.297,1,0.342,0.0421,0,0.0927,0.387,151.951,213520,4,hiphop
186,,0.501,0.655,1,-9.482,1,0.596,0.206,0,0.1,0.605,79.797,223708,4,hiphop
187,,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,162547,4,hiphop
188,,0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115,197760,4,hiphop
189,,0.887,0.485,11,-9.358,0,0.2,0.0392,0,0.141,0.328,125.987,215693,4,hiphop
